ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;price_H;pseudoprice_H;baseprice_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
AD00001;AD00001;"Ämter und Behörden";;"Portal Service GmbH & Co. KG";19.00;5099;;;;;;1;;;"Branche: Ämter und Behörden, Datensätze: 25495";"Branche: Ämter und Behörden, Datensätze: 25495";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00002;AD00002;"Ämter und Behörden Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;789;;;;;;1;;;"Branche: Ämter und Behörden Baden-Württemberg, Datensätze: 3941";"Branche: Ämter und Behörden Baden-Württemberg, Datensätze: 3941";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00003;AD00003;"Ämter und Behörden Bayern";;"Portal Service GmbH & Co. KG";19.00;924;;;;;;1;;;"Branche: Ämter und Behörden Bayern, Datensätze: 4617";"Branche: Ämter und Behörden Bayern, Datensätze: 4617";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00004;AD00004;"Ämter und Behörden Berlin";;"Portal Service GmbH & Co. KG";19.00;66;;;;;;1;;;"Branche: Ämter und Behörden Berlin, Datensätze: 330";"Branche: Ämter und Behörden Berlin, Datensätze: 330";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00005;AD00005;"Ämter und Behörden Brandenburg";;"Portal Service GmbH & Co. KG";19.00;180;;;;;;1;;;"Branche: Ämter und Behörden Brandenburg, Datensätze: 900";"Branche: Ämter und Behörden Brandenburg, Datensätze: 900";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00006;AD00006;"Ämter und Behörden Bremen";;"Portal Service GmbH & Co. KG";19.00;21;;;;;;1;;;"Branche: Ämter und Behörden Bremen, Datensätze: 101";"Branche: Ämter und Behörden Bremen, Datensätze: 101";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00007;AD00007;"Ämter und Behörden Hamburg";;"Portal Service GmbH & Co. KG";19.00;98;;;;;;1;;;"Branche: Ämter und Behörden Hamburg, Datensätze: 489";"Branche: Ämter und Behörden Hamburg, Datensätze: 489";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00008;AD00008;"Ämter und Behörden Hessen";;"Portal Service GmbH & Co. KG";19.00;399;;;;;;1;;;"Branche: Ämter und Behörden Hessen, Datensätze: 1993";"Branche: Ämter und Behörden Hessen, Datensätze: 1993";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00009;AD00009;"Ämter und Behörden Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;158;;;;;;1;;;"Branche: Ämter und Behörden Mecklenburg-Vorpommern, Datensätze: 790";"Branche: Ämter und Behörden Mecklenburg-Vorpommern, Datensätze: 790";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00010;AD00010;"Ämter und Behörden Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;441;;;;;;1;;;"Branche: Ämter und Behörden Niedersachsen, Datensätze: 2201";"Branche: Ämter und Behörden Niedersachsen, Datensätze: 2201";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00011;AD00011;"Ämter und Behörden Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;811;;;;;;1;;;"Branche: Ämter und Behörden Nordrhein-Westfalen, Datensätze: 4054";"Branche: Ämter und Behörden Nordrhein-Westfalen, Datensätze: 4054";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00012;AD00012;"Ämter und Behörden Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;267;;;;;;1;;;"Branche: Ämter und Behörden Rheinland-Pfalz, Datensätze: 1331";"Branche: Ämter und Behörden Rheinland-Pfalz, Datensätze: 1331";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00013;AD00013;"Ämter und Behörden Saarland";;"Portal Service GmbH & Co. KG";19.00;41;;;;;;1;;;"Branche: Ämter und Behörden Saarland, Datensätze: 202";"Branche: Ämter und Behörden Saarland, Datensätze: 202";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00014;AD00014;"Ämter und Behörden Sachsen";;"Portal Service GmbH & Co. KG";19.00;288;;;;;;1;;;"Branche: Ämter und Behörden Sachsen, Datensätze: 1438";"Branche: Ämter und Behörden Sachsen, Datensätze: 1438";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00015;AD00015;"Ämter und Behörden Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;159;;;;;;1;;;"Branche: Ämter und Behörden Sachsen-Anhalt, Datensätze: 791";"Branche: Ämter und Behörden Sachsen-Anhalt, Datensätze: 791";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00016;AD00016;"Ämter und Behörden Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;253;;;;;;1;;;"Branche: Ämter und Behörden Schleswig-Holstein, Datensätze: 1262";"Branche: Ämter und Behörden Schleswig-Holstein, Datensätze: 1262";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00017;AD00017;"Ämter und Behörden Thüringen";;"Portal Service GmbH & Co. KG";19.00;207;;;;;;1;;;"Branche: Ämter und Behörden Thüringen, Datensätze: 1034";"Branche: Ämter und Behörden Thüringen, Datensätze: 1034";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00018;AD00018;Änderungsschneidereien;;"Portal Service GmbH & Co. KG";19.00;3819;;;;;;1;;;"Branche: Änderungsschneidereien, Datensätze: 19091";"Branche: Änderungsschneidereien, Datensätze: 19091";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00019;AD00019;"Ärzte und Heilberufe";;"Portal Service GmbH & Co. KG";19.00;40186;;;;;;1;;;"Branche: Ärzte und Heilberufe, Datensätze: 200927";"Branche: Ärzte und Heilberufe, Datensätze: 200927";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00020;AD00020;"Ärzte und Heilberufe Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;5818;;;;;;1;;;"Branche: Ärzte und Heilberufe Baden-Württemberg, Datensätze: 29088";"Branche: Ärzte und Heilberufe Baden-Württemberg, Datensätze: 29088";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00021;AD00021;"Ärzte und Heilberufe Bayern";;"Portal Service GmbH & Co. KG";19.00;6847;;;;;;1;;;"Branche: Ärzte und Heilberufe Bayern, Datensätze: 34234";"Branche: Ärzte und Heilberufe Bayern, Datensätze: 34234";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00022;AD00022;"Ärzte und Heilberufe Berlin";;"Portal Service GmbH & Co. KG";19.00;1470;;;;;;1;;;"Branche: Ärzte und Heilberufe Berlin, Datensätze: 7350";"Branche: Ärzte und Heilberufe Berlin, Datensätze: 7350";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00023;AD00023;"Ärzte und Heilberufe Brandenburg";;"Portal Service GmbH & Co. KG";19.00;1064;;;;;;1;;;"Branche: Ärzte und Heilberufe Brandenburg, Datensätze: 5317";"Branche: Ärzte und Heilberufe Brandenburg, Datensätze: 5317";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00024;AD00024;"Ärzte und Heilberufe Bremen";;"Portal Service GmbH & Co. KG";19.00;315;;;;;;1;;;"Branche: Ärzte und Heilberufe Bremen, Datensätze: 1571";"Branche: Ärzte und Heilberufe Bremen, Datensätze: 1571";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00025;AD00025;"Ärzte und Heilberufe Hamburg";;"Portal Service GmbH & Co. KG";19.00;847;;;;;;1;;;"Branche: Ärzte und Heilberufe Hamburg, Datensätze: 4234";"Branche: Ärzte und Heilberufe Hamburg, Datensätze: 4234";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00026;AD00026;"Ärzte und Heilberufe Hessen";;"Portal Service GmbH & Co. KG";19.00;3224;;;;;;1;;;"Branche: Ärzte und Heilberufe Hessen, Datensätze: 16120";"Branche: Ärzte und Heilberufe Hessen, Datensätze: 16120";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00027;AD00027;"Ärzte und Heilberufe Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;722;;;;;;1;;;"Branche: Ärzte und Heilberufe Mecklenburg-Vorpommern, Datensätze: 3608";"Branche: Ärzte und Heilberufe Mecklenburg-Vorpommern, Datensätze: 3608";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00028;AD00028;"Ärzte und Heilberufe Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;3758;;;;;;1;;;"Branche: Ärzte und Heilberufe Niedersachsen, Datensätze: 18788";"Branche: Ärzte und Heilberufe Niedersachsen, Datensätze: 18788";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00029;AD00029;"Ärzte und Heilberufe Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;8012;;;;;;1;;;"Branche: Ärzte und Heilberufe Nordrhein-Westfalen, Datensätze: 40056";"Branche: Ärzte und Heilberufe Nordrhein-Westfalen, Datensätze: 40056";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00030;AD00030;"Ärzte und Heilberufe Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;2104;;;;;;1;;;"Branche: Ärzte und Heilberufe Rheinland-Pfalz, Datensätze: 10517";"Branche: Ärzte und Heilberufe Rheinland-Pfalz, Datensätze: 10517";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00031;AD00031;"Ärzte und Heilberufe Saarland";;"Portal Service GmbH & Co. KG";19.00;585;;;;;;1;;;"Branche: Ärzte und Heilberufe Saarland, Datensätze: 2925";"Branche: Ärzte und Heilberufe Saarland, Datensätze: 2925";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00032;AD00032;"Ärzte und Heilberufe Sachsen";;"Portal Service GmbH & Co. KG";19.00;1988;;;;;;1;;;"Branche: Ärzte und Heilberufe Sachsen, Datensätze: 9937";"Branche: Ärzte und Heilberufe Sachsen, Datensätze: 9937";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00033;AD00033;"Ärzte und Heilberufe Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;965;;;;;;1;;;"Branche: Ärzte und Heilberufe Sachsen-Anhalt, Datensätze: 4824";"Branche: Ärzte und Heilberufe Sachsen-Anhalt, Datensätze: 4824";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00034;AD00034;"Ärzte und Heilberufe Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;1389;;;;;;1;;;"Branche: Ärzte und Heilberufe Schleswig-Holstein, Datensätze: 6944";"Branche: Ärzte und Heilberufe Schleswig-Holstein, Datensätze: 6944";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00035;AD00035;"Ärzte und Heilberufe Thüringen";;"Portal Service GmbH & Co. KG";19.00;1061;;;;;;1;;;"Branche: Ärzte und Heilberufe Thüringen, Datensätze: 5304";"Branche: Ärzte und Heilberufe Thüringen, Datensätze: 5304";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00036;AD00036;"Ärzte, Gesundheitswesen und Sozialwesen";;"Portal Service GmbH & Co. KG";19.00;56123;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen, Datensätze: 280614";"Branche: Ärzte, Gesundheitswesen und Sozialwesen, Datensätze: 280614";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00037;AD00037;"Ärzte, Gesundheitswesen und Sozialwesen Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;7756;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Baden-Württemberg, Datensätze: 38778";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Baden-Württemberg, Datensätze: 38778";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00038;AD00038;"Ärzte, Gesundheitswesen und Sozialwesen Bayern";;"Portal Service GmbH & Co. KG";19.00;9346;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Bayern, Datensätze: 46730";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Bayern, Datensätze: 46730";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00039;AD00039;"Ärzte, Gesundheitswesen und Sozialwesen Berlin";;"Portal Service GmbH & Co. KG";19.00;2021;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Berlin, Datensätze: 10105";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Berlin, Datensätze: 10105";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00040;AD00040;"Ärzte, Gesundheitswesen und Sozialwesen Brandenburg";;"Portal Service GmbH & Co. KG";19.00;1647;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Brandenburg, Datensätze: 8235";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Brandenburg, Datensätze: 8235";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00041;AD00041;"Ärzte, Gesundheitswesen und Sozialwesen Bremen";;"Portal Service GmbH & Co. KG";19.00;443;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Bremen, Datensätze: 2215";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Bremen, Datensätze: 2215";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00042;AD00042;"Ärzte, Gesundheitswesen und Sozialwesen Hamburg";;"Portal Service GmbH & Co. KG";19.00;1174;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Hamburg, Datensätze: 5867";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Hamburg, Datensätze: 5867";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00043;AD00043;"Ärzte, Gesundheitswesen und Sozialwesen Hessen";;"Portal Service GmbH & Co. KG";19.00;4449;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Hessen, Datensätze: 22243";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Hessen, Datensätze: 22243";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00044;AD00044;"Ärzte, Gesundheitswesen und Sozialwesen Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;1112;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Mecklenburg-Vorpommern, Datensätze: 5560";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Mecklenburg-Vorpommern, Datensätze: 5560";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00045;AD00045;"Ärzte, Gesundheitswesen und Sozialwesen Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;5483;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Niedersachsen, Datensätze: 27412";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Niedersachsen, Datensätze: 27412";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00046;AD00046;"Ärzte, Gesundheitswesen und Sozialwesen Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;11215;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Nordrhein-Westfalen, Datensätze: 56073";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Nordrhein-Westfalen, Datensätze: 56073";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00047;AD00047;"Ärzte, Gesundheitswesen und Sozialwesen Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;2789;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Rheinland-Pfalz, Datensätze: 13945";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Rheinland-Pfalz, Datensätze: 13945";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00048;AD00048;"Ärzte, Gesundheitswesen und Sozialwesen Saarland";;"Portal Service GmbH & Co. KG";19.00;771;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Saarland, Datensätze: 3854";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Saarland, Datensätze: 3854";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00049;AD00049;"Ärzte, Gesundheitswesen und Sozialwesen Sachsen";;"Portal Service GmbH & Co. KG";19.00;2918;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Sachsen, Datensätze: 14590";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Sachsen, Datensätze: 14590";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00050;AD00050;"Ärzte, Gesundheitswesen und Sozialwesen Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;1435;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Sachsen-Anhalt, Datensätze: 7174";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Sachsen-Anhalt, Datensätze: 7174";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00051;AD00051;"Ärzte, Gesundheitswesen und Sozialwesen Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;2020;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Schleswig-Holstein, Datensätze: 10099";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Schleswig-Holstein, Datensätze: 10099";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00052;AD00052;"Ärzte, Gesundheitswesen und Sozialwesen Thüringen";;"Portal Service GmbH & Co. KG";19.00;1516;;;;;;1;;;"Branche: Ärzte, Gesundheitswesen und Sozialwesen Thüringen, Datensätze: 7578";"Branche: Ärzte, Gesundheitswesen und Sozialwesen Thüringen, Datensätze: 7578";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00053;AD00053;"Ärzte, niedergelassene";;"Portal Service GmbH & Co. KG";19.00;17251;;;;;;1;;;"Branche: Ärzte, niedergelassene, Datensätze: 86254";"Branche: Ärzte, niedergelassene, Datensätze: 86254";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00054;AD00054;"Ärzte, niedergelassene Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;2461;;;;;;1;;;"Branche: Ärzte, niedergelassene Baden-Württemberg, Datensätze: 12304";"Branche: Ärzte, niedergelassene Baden-Württemberg, Datensätze: 12304";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00055;AD00055;"Ärzte, niedergelassene Bayern";;"Portal Service GmbH & Co. KG";19.00;2970;;;;;;1;;;"Branche: Ärzte, niedergelassene Bayern, Datensätze: 14846";"Branche: Ärzte, niedergelassene Bayern, Datensätze: 14846";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00056;AD00056;"Ärzte, niedergelassene Berlin";;"Portal Service GmbH & Co. KG";19.00;717;;;;;;1;;;"Branche: Ärzte, niedergelassene Berlin, Datensätze: 3583";"Branche: Ärzte, niedergelassene Berlin, Datensätze: 3583";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00057;AD00057;"Ärzte, niedergelassene Brandenburg";;"Portal Service GmbH & Co. KG";19.00;452;;;;;;1;;;"Branche: Ärzte, niedergelassene Brandenburg, Datensätze: 2257";"Branche: Ärzte, niedergelassene Brandenburg, Datensätze: 2257";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00058;AD00058;"Ärzte, niedergelassene Bremen";;"Portal Service GmbH & Co. KG";19.00;154;;;;;;1;;;"Branche: Ärzte, niedergelassene Bremen, Datensätze: 769";"Branche: Ärzte, niedergelassene Bremen, Datensätze: 769";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00059;AD00059;"Ärzte, niedergelassene Hamburg";;"Portal Service GmbH & Co. KG";19.00;379;;;;;;1;;;"Branche: Ärzte, niedergelassene Hamburg, Datensätze: 1894";"Branche: Ärzte, niedergelassene Hamburg, Datensätze: 1894";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00060;AD00060;"Ärzte, niedergelassene Hessen";;"Portal Service GmbH & Co. KG";19.00;1354;;;;;;1;;;"Branche: Ärzte, niedergelassene Hessen, Datensätze: 6768";"Branche: Ärzte, niedergelassene Hessen, Datensätze: 6768";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00061;AD00061;"Ärzte, niedergelassene Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;300;;;;;;1;;;"Branche: Ärzte, niedergelassene Mecklenburg-Vorpommern, Datensätze: 1496";"Branche: Ärzte, niedergelassene Mecklenburg-Vorpommern, Datensätze: 1496";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00062;AD00062;"Ärzte, niedergelassene Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;1516;;;;;;1;;;"Branche: Ärzte, niedergelassene Niedersachsen, Datensätze: 7579";"Branche: Ärzte, niedergelassene Niedersachsen, Datensätze: 7579";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00063;AD00063;"Ärzte, niedergelassene Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;3573;;;;;;1;;;"Branche: Ärzte, niedergelassene Nordrhein-Westfalen, Datensätze: 17863";"Branche: Ärzte, niedergelassene Nordrhein-Westfalen, Datensätze: 17863";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD00064;AD00064;"Ärzte, niedergelassene Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;888;;;;;;1;;;"Branche: Ärzte, niedergelassene Rheinland-Pfalz, Datensätze: 4439";"Branche: Ärzte, niedergelassene Rheinland-Pfalz, Datensätze: 4439";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|7;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
