ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;price_H;pseudoprice_H;baseprice_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
AD01286;AD01286;"Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;523;;;;;;1;;;"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Niedersachsen, Datensätze: 2614";"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Niedersachsen, Datensätze: 2614";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01287;AD01287;"Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;1460;;;;;;1;;;"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Nordrhein-Westfalen, Datensätze: 7297";"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Nordrhein-Westfalen, Datensätze: 7297";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01288;AD01288;"Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;323;;;;;;1;;;"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Rheinland-Pfalz, Datensätze: 1613";"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Rheinland-Pfalz, Datensätze: 1613";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01289;AD01289;"Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Saarland";;"Portal Service GmbH & Co. KG";19.00;85;;;;;;1;;;"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Saarland, Datensätze: 425";"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Saarland, Datensätze: 425";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01290;AD01290;"Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Sachsen";;"Portal Service GmbH & Co. KG";19.00;286;;;;;;1;;;"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Sachsen, Datensätze: 1426";"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Sachsen, Datensätze: 1426";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01291;AD01291;"Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;117;;;;;;1;;;"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Sachsen-Anhalt, Datensätze: 585";"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Sachsen-Anhalt, Datensätze: 585";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01292;AD01292;"Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;223;;;;;;1;;;"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Schleswig-Holstein, Datensätze: 1111";"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Schleswig-Holstein, Datensätze: 1111";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01293;AD01293;"Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Thüringen";;"Portal Service GmbH & Co. KG";19.00;156;;;;;;1;;;"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Thüringen, Datensätze: 779";"Branche: Chemie, Kunststoffe und Mineralstoffe Großhandel, Vertrieb, Ex- und Import Thüringen, Datensätze: 779";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01294;AD01294;"Chemikalien Großhandel";;"Portal Service GmbH & Co. KG";19.00;612;;;;;;1;;;"Branche: Chemikalien Großhandel, Datensätze: 3059";"Branche: Chemikalien Großhandel, Datensätze: 3059";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01295;AD01295;Chemiker;;"Portal Service GmbH & Co. KG";19.00;8644;;;;;;1;;;"Branche: Chemiker, Datensätze: 43219";"Branche: Chemiker, Datensätze: 43219";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01296;AD01296;"Chemiker Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;1325;;;;;;1;;;"Branche: Chemiker Baden-Württemberg, Datensätze: 6624";"Branche: Chemiker Baden-Württemberg, Datensätze: 6624";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01297;AD01297;"Chemiker Bayern";;"Portal Service GmbH & Co. KG";19.00;1586;;;;;;1;;;"Branche: Chemiker Bayern, Datensätze: 7929";"Branche: Chemiker Bayern, Datensätze: 7929";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01298;AD01298;"Chemiker Berlin";;"Portal Service GmbH & Co. KG";19.00;158;;;;;;1;;;"Branche: Chemiker Berlin, Datensätze: 786";"Branche: Chemiker Berlin, Datensätze: 786";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01299;AD01299;"Chemiker Brandenburg";;"Portal Service GmbH & Co. KG";19.00;259;;;;;;1;;;"Branche: Chemiker Brandenburg, Datensätze: 1292";"Branche: Chemiker Brandenburg, Datensätze: 1292";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01300;AD01300;"Chemiker Bremen";;"Portal Service GmbH & Co. KG";19.00;38;;;;;;1;;;"Branche: Chemiker Bremen, Datensätze: 188";"Branche: Chemiker Bremen, Datensätze: 188";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01301;AD01301;"Chemiker Hamburg";;"Portal Service GmbH & Co. KG";19.00;110;;;;;;1;;;"Branche: Chemiker Hamburg, Datensätze: 549";"Branche: Chemiker Hamburg, Datensätze: 549";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01302;AD01302;"Chemiker Hessen";;"Portal Service GmbH & Co. KG";19.00;691;;;;;;1;;;"Branche: Chemiker Hessen, Datensätze: 3455";"Branche: Chemiker Hessen, Datensätze: 3455";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01303;AD01303;"Chemiker Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;174;;;;;;1;;;"Branche: Chemiker Mecklenburg-Vorpommern, Datensätze: 869";"Branche: Chemiker Mecklenburg-Vorpommern, Datensätze: 869";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01304;AD01304;"Chemiker Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;881;;;;;;1;;;"Branche: Chemiker Niedersachsen, Datensätze: 4403";"Branche: Chemiker Niedersachsen, Datensätze: 4403";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01305;AD01305;"Chemiker Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;1436;;;;;;1;;;"Branche: Chemiker Nordrhein-Westfalen, Datensätze: 7178";"Branche: Chemiker Nordrhein-Westfalen, Datensätze: 7178";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01306;AD01306;"Chemiker Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;537;;;;;;1;;;"Branche: Chemiker Rheinland-Pfalz, Datensätze: 2681";"Branche: Chemiker Rheinland-Pfalz, Datensätze: 2681";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01307;AD01307;"Chemiker Saarland";;"Portal Service GmbH & Co. KG";19.00;102;;;;;;1;;;"Branche: Chemiker Saarland, Datensätze: 507";"Branche: Chemiker Saarland, Datensätze: 507";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01308;AD01308;"Chemiker Sachsen";;"Portal Service GmbH & Co. KG";19.00;453;;;;;;1;;;"Branche: Chemiker Sachsen, Datensätze: 2261";"Branche: Chemiker Sachsen, Datensätze: 2261";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01309;AD01309;"Chemiker Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;227;;;;;;1;;;"Branche: Chemiker Sachsen-Anhalt, Datensätze: 1133";"Branche: Chemiker Sachsen-Anhalt, Datensätze: 1133";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01310;AD01310;"Chemiker Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;420;;;;;;1;;;"Branche: Chemiker Schleswig-Holstein, Datensätze: 2100";"Branche: Chemiker Schleswig-Holstein, Datensätze: 2100";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01311;AD01311;"Chemiker Thüringen";;"Portal Service GmbH & Co. KG";19.00;245;;;;;;1;;;"Branche: Chemiker Thüringen, Datensätze: 1221";"Branche: Chemiker Thüringen, Datensätze: 1221";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01312;AD01312;"Chemisch-pharmazeutische Erzeugnisse Großhandel";;"Portal Service GmbH & Co. KG";19.00;418;;;;;;1;;;"Branche: Chemisch-pharmazeutische Erzeugnisse Großhandel, Datensätze: 2086";"Branche: Chemisch-pharmazeutische Erzeugnisse Großhandel, Datensätze: 2086";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01313;AD01313;"Chemische Industrie Hersteller";;"Portal Service GmbH & Co. KG";19.00;3458;;;;;;1;;;"Branche: Chemische Industrie Hersteller, Datensätze: 17286";"Branche: Chemische Industrie Hersteller, Datensätze: 17286";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01314;AD01314;"Chemische Laboratorien";;"Portal Service GmbH & Co. KG";19.00;789;;;;;;1;;;"Branche: Chemische Laboratorien, Datensätze: 3944";"Branche: Chemische Laboratorien, Datensätze: 3944";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01315;AD01315;"Chemische Reinigungen";;"Portal Service GmbH & Co. KG";19.00;765;;;;;;1;;;"Branche: Chemische Reinigungen, Datensätze: 3823";"Branche: Chemische Reinigungen, Datensätze: 3823";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01316;AD01316;"Chemische Reinigungen, Wäschereien und Färbereien";;"Portal Service GmbH & Co. KG";19.00;765;;;;;;1;;;"Branche: Chemische Reinigungen, Wäschereien und Färbereien, Datensätze: 3823";"Branche: Chemische Reinigungen, Wäschereien und Färbereien, Datensätze: 3823";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01317;AD01317;Chinarestaurants;;"Portal Service GmbH & Co. KG";19.00;2532;;;;;;1;;;"Branche: Chinarestaurants, Datensätze: 12659";"Branche: Chinarestaurants, Datensätze: 12659";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01318;AD01318;Chirotherapeuten;;"Portal Service GmbH & Co. KG";19.00;4440;;;;;;1;;;"Branche: Chirotherapeuten, Datensätze: 22199";"Branche: Chirotherapeuten, Datensätze: 22199";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01319;AD01319;Chirurgen;;"Portal Service GmbH & Co. KG";19.00;10779;;;;;;1;;;"Branche: Chirurgen, Datensätze: 53894";"Branche: Chirurgen, Datensätze: 53894";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01320;AD01320;"Chirurgen Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;1592;;;;;;1;;;"Branche: Chirurgen Baden-Württemberg, Datensätze: 7959";"Branche: Chirurgen Baden-Württemberg, Datensätze: 7959";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01321;AD01321;"Chirurgen Bayern";;"Portal Service GmbH & Co. KG";19.00;1845;;;;;;1;;;"Branche: Chirurgen Bayern, Datensätze: 9225";"Branche: Chirurgen Bayern, Datensätze: 9225";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01322;AD01322;"Chirurgen Berlin";;"Portal Service GmbH & Co. KG";19.00;489;;;;;;1;;;"Branche: Chirurgen Berlin, Datensätze: 2444";"Branche: Chirurgen Berlin, Datensätze: 2444";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01323;AD01323;"Chirurgen Brandenburg";;"Portal Service GmbH & Co. KG";19.00;243;;;;;;1;;;"Branche: Chirurgen Brandenburg, Datensätze: 1215";"Branche: Chirurgen Brandenburg, Datensätze: 1215";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01324;AD01324;"Chirurgen Bremen";;"Portal Service GmbH & Co. KG";19.00;102;;;;;;1;;;"Branche: Chirurgen Bremen, Datensätze: 508";"Branche: Chirurgen Bremen, Datensätze: 508";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01325;AD01325;"Chirurgen Hamburg";;"Portal Service GmbH & Co. KG";19.00;252;;;;;;1;;;"Branche: Chirurgen Hamburg, Datensätze: 1257";"Branche: Chirurgen Hamburg, Datensätze: 1257";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01326;AD01326;"Chirurgen Hessen";;"Portal Service GmbH & Co. KG";19.00;872;;;;;;1;;;"Branche: Chirurgen Hessen, Datensätze: 4357";"Branche: Chirurgen Hessen, Datensätze: 4357";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01327;AD01327;"Chirurgen Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;157;;;;;;1;;;"Branche: Chirurgen Mecklenburg-Vorpommern, Datensätze: 782";"Branche: Chirurgen Mecklenburg-Vorpommern, Datensätze: 782";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01328;AD01328;"Chirurgen Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;946;;;;;;1;;;"Branche: Chirurgen Niedersachsen, Datensätze: 4729";"Branche: Chirurgen Niedersachsen, Datensätze: 4729";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01329;AD01329;"Chirurgen Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;2313;;;;;;1;;;"Branche: Chirurgen Nordrhein-Westfalen, Datensätze: 11561";"Branche: Chirurgen Nordrhein-Westfalen, Datensätze: 11561";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01330;AD01330;"Chirurgen Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;572;;;;;;1;;;"Branche: Chirurgen Rheinland-Pfalz, Datensätze: 2858";"Branche: Chirurgen Rheinland-Pfalz, Datensätze: 2858";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01331;AD01331;"Chirurgen Saarland";;"Portal Service GmbH & Co. KG";19.00;164;;;;;;1;;;"Branche: Chirurgen Saarland, Datensätze: 816";"Branche: Chirurgen Saarland, Datensätze: 816";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01332;AD01332;"Chirurgen Sachsen";;"Portal Service GmbH & Co. KG";19.00;445;;;;;;1;;;"Branche: Chirurgen Sachsen, Datensätze: 2225";"Branche: Chirurgen Sachsen, Datensätze: 2225";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01333;AD01333;"Chirurgen Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;215;;;;;;1;;;"Branche: Chirurgen Sachsen-Anhalt, Datensätze: 1072";"Branche: Chirurgen Sachsen-Anhalt, Datensätze: 1072";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01334;AD01334;"Chirurgen Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;322;;;;;;1;;;"Branche: Chirurgen Schleswig-Holstein, Datensätze: 1610";"Branche: Chirurgen Schleswig-Holstein, Datensätze: 1610";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01335;AD01335;"Chirurgen Thüringen";;"Portal Service GmbH & Co. KG";19.00;250;;;;;;1;;;"Branche: Chirurgen Thüringen, Datensätze: 1246";"Branche: Chirurgen Thüringen, Datensätze: 1246";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01336;AD01336;"Chirurgische Instrumente Hersteller";;"Portal Service GmbH & Co. KG";19.00;807;;;;;;1;;;"Branche: Chirurgische Instrumente Hersteller, Datensätze: 4031";"Branche: Chirurgische Instrumente Hersteller, Datensätze: 4031";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01337;AD01337;Chirurgische-Krankenhausfachabteilungen;;"Portal Service GmbH & Co. KG";19.00;1078;;;;;;1;;;"Branche: Chirurgische-Krankenhausfachabteilungen, Datensätze: 5386";"Branche: Chirurgische-Krankenhausfachabteilungen, Datensätze: 5386";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01338;AD01338;"Computer Einzelhandel";;"Portal Service GmbH & Co. KG";19.00;50;;;;;;1;;;"Branche: Computer Einzelhandel, Datensätze: 248";"Branche: Computer Einzelhandel, Datensätze: 248";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01339;AD01339;"Computer Hersteller";;"Portal Service GmbH & Co. KG";19.00;4128;;;;;;1;;;"Branche: Computer Hersteller, Datensätze: 20636";"Branche: Computer Hersteller, Datensätze: 20636";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01340;AD01340;"Computer und -Zubehör Einzelhandel";;"Portal Service GmbH & Co. KG";19.00;50;;;;;;1;;;"Branche: Computer und -Zubehör Einzelhandel, Datensätze: 248";"Branche: Computer und -Zubehör Einzelhandel, Datensätze: 248";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01341;AD01341;"Computer und -Zubehör Großhandel";;"Portal Service GmbH & Co. KG";19.00;3199;;;;;;1;;;"Branche: Computer und -Zubehör Großhandel, Datensätze: 15993";"Branche: Computer und -Zubehör Großhandel, Datensätze: 15993";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01342;AD01342;"Computer und -Zubehör Hersteller";;"Portal Service GmbH & Co. KG";19.00;4145;;;;;;1;;;"Branche: Computer und -Zubehör Hersteller, Datensätze: 20722";"Branche: Computer und -Zubehör Hersteller, Datensätze: 20722";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01343;AD01343;"Computergrafik Dienstleistung";;"Portal Service GmbH & Co. KG";19.00;8644;;;;;;1;;;"Branche: Computergrafik Dienstleistung, Datensätze: 43219";"Branche: Computergrafik Dienstleistung, Datensätze: 43219";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01344;AD01344;"Computergrafik Dienstleistung Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;1325;;;;;;1;;;"Branche: Computergrafik Dienstleistung Baden-Württemberg, Datensätze: 6624";"Branche: Computergrafik Dienstleistung Baden-Württemberg, Datensätze: 6624";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01345;AD01345;"Computergrafik Dienstleistung Bayern";;"Portal Service GmbH & Co. KG";19.00;1586;;;;;;1;;;"Branche: Computergrafik Dienstleistung Bayern, Datensätze: 7929";"Branche: Computergrafik Dienstleistung Bayern, Datensätze: 7929";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01346;AD01346;"Computergrafik Dienstleistung Berlin";;"Portal Service GmbH & Co. KG";19.00;158;;;;;;1;;;"Branche: Computergrafik Dienstleistung Berlin, Datensätze: 786";"Branche: Computergrafik Dienstleistung Berlin, Datensätze: 786";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01347;AD01347;"Computergrafik Dienstleistung Brandenburg";;"Portal Service GmbH & Co. KG";19.00;259;;;;;;1;;;"Branche: Computergrafik Dienstleistung Brandenburg, Datensätze: 1292";"Branche: Computergrafik Dienstleistung Brandenburg, Datensätze: 1292";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01348;AD01348;"Computergrafik Dienstleistung Bremen";;"Portal Service GmbH & Co. KG";19.00;38;;;;;;1;;;"Branche: Computergrafik Dienstleistung Bremen, Datensätze: 188";"Branche: Computergrafik Dienstleistung Bremen, Datensätze: 188";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01349;AD01349;"Computergrafik Dienstleistung Hamburg";;"Portal Service GmbH & Co. KG";19.00;110;;;;;;1;;;"Branche: Computergrafik Dienstleistung Hamburg, Datensätze: 549";"Branche: Computergrafik Dienstleistung Hamburg, Datensätze: 549";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01350;AD01350;"Computergrafik Dienstleistung Hessen";;"Portal Service GmbH & Co. KG";19.00;691;;;;;;1;;;"Branche: Computergrafik Dienstleistung Hessen, Datensätze: 3455";"Branche: Computergrafik Dienstleistung Hessen, Datensätze: 3455";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD01351;AD01351;"Computergrafik Dienstleistung Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;174;;;;;;1;;;"Branche: Computergrafik Dienstleistung Mecklenburg-Vorpommern, Datensätze: 869";"Branche: Computergrafik Dienstleistung Mecklenburg-Vorpommern, Datensätze: 869";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|9;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
