ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;price_H;pseudoprice_H;baseprice_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;variantId_2;articleId_2;name_2;keywords_2;metaTitle_2;description_2;descriptionLong_2;additionalText_2;packUnit_2;attr1_2;attr2_2;attr3_2;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
AD00105;AD00105;Autoglasereien;;"MaxxDiscount GmbH & Co. KG";19.00;5582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00106;AD00106;Autolackierer;;"MaxxDiscount GmbH & Co. KG";19.00;677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00107;AD00107;"Automaten Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;1378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00108;AD00108;"Automatenaufsteller und -Händl";;"MaxxDiscount GmbH & Co. KG";19.00;295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00109;AD00109;"Automobil- und Touring-Clubs";;"MaxxDiscount GmbH & Co. KG";19.00;1133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00110;AD00110;"Autoreparaturwerkstätten, sons";;"MaxxDiscount GmbH & Co. KG";19.00;7316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00111;AD00111;"Autoreparaturwerkstätten- und ";;"MaxxDiscount GmbH & Co. KG";19.00;15211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00112;AD00112;Autosattlereien;;"MaxxDiscount GmbH & Co. KG";19.00;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00113;AD00113;"Autoteile Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00114;AD00114;Autovermietung;;"MaxxDiscount GmbH & Co. KG";19.00;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00115;AD00115;"Autovermietungen, Autoverleih ";;"MaxxDiscount GmbH & Co. KG";19.00;765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00116;AD00116;Autoverwertungsunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00117;AD00117;"Autowäschereien und Autopflege";;"MaxxDiscount GmbH & Co. KG";19.00;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00118;AD00118;"Autozubehör Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00119;AD00119;Avia-Tankstellen;;"MaxxDiscount GmbH & Co. KG";19.00;394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00120;AD00120;Avis-Autovermietungen;;"MaxxDiscount GmbH & Co. KG";19.00;720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00121;AD00121;"Bäckereibedarf Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00122;AD00122;Bäckereien;;"MaxxDiscount GmbH & Co. KG";19.00;6454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00123;AD00123;"Börsen-, Effekten- und Produkt";;"MaxxDiscount GmbH & Co. KG";19.00;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00124;AD00124;"Böttchereien und Küfereien";;"MaxxDiscount GmbH & Co. KG";19.00;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00125;AD00125;"Bücher Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;1169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00126;AD00126;"Bücher, Tonträger und Zeitunge";;"MaxxDiscount GmbH & Co. KG";19.00;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00127;AD00127;"Bücher, Tonträger und Zeitunge";;"MaxxDiscount GmbH & Co. KG";19.00;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00128;AD00128;Bühnentheater;;"MaxxDiscount GmbH & Co. KG";19.00;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00129;AD00129;Bürger-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00130;AD00130;Bürgerhäuser;;"MaxxDiscount GmbH & Co. KG";19.00;4375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00131;AD00131;"Bürobedarf Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;1529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00132;AD00132;"Bürobedarf Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00133;AD00133;"Bürobedarf, Büroeinrichtungen ";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00134;AD00134;"Bürobedarf, Büroeinrichtungen ";;"MaxxDiscount GmbH & Co. KG";19.00;6728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00135;AD00135;"Bürobedarf, Büroeinrichtungen ";;"MaxxDiscount GmbH & Co. KG";19.00;1552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00136;AD00136;"Bürobedarf, Büroeinrichtungen ";;"MaxxDiscount GmbH & Co. KG";19.00;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00137;AD00137;"Bürobedarf, Papier- und Schrei";;"MaxxDiscount GmbH & Co. KG";19.00;1529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00138;AD00138;"Büroeinrichtungen Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00139;AD00139;"Büromöbel Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00140;AD00140;"Büromöbel Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00141;AD00141;"Büromaschinen Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00142;AD00142;Büroorganisationsunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;8644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00143;AD00143;Büroserviceunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;1636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00144;AD00144;"Bürotechnik Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00145;AD00145;"Babyausstattung Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00146;AD00146;"Backwaren Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00147;AD00147;"Backwaren Einzelhandel Filialu";;"MaxxDiscount GmbH & Co. KG";19.00;48277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00148;AD00148;Badeanstalten;;"MaxxDiscount GmbH & Co. KG";19.00;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00149;AD00149;"Badezimmereinrichtungen Einzel";;"MaxxDiscount GmbH & Co. KG";19.00;4089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00150;AD00150;Badminton-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00151;AD00151;Baggerunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;1260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00152;AD00152;Bahnhöfe;;"MaxxDiscount GmbH & Co. KG";19.00;9989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00153;AD00153;"Bahnhofsbuch Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;1169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00154;AD00154;Ballettschulen;;"MaxxDiscount GmbH & Co. KG";19.00;727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00155;AD00155;Ballsport-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00156;AD00156;Bandagisten;;"MaxxDiscount GmbH & Co. KG";19.00;479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00157;AD00157;Banken;;"MaxxDiscount GmbH & Co. KG";19.00;7091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00158;AD00158;"Banken, Sparkassen und Volksba";;"MaxxDiscount GmbH & Co. KG";19.00;3316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00159;AD00159;"Banken, Versicherungen und Fin";;"MaxxDiscount GmbH & Co. KG";19.00;7091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00160;AD00160;"Baptistische Gemeinden";;"MaxxDiscount GmbH & Co. KG";19.00;886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00161;AD00161;"Barmer Ersatzkasse";;"MaxxDiscount GmbH & Co. KG";19.00;481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00162;AD00162;Bars;;"MaxxDiscount GmbH & Co. KG";19.00;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00163;AD00163;Basketball-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00164;AD00164;"Bastler- und Heimwerkerbedarf ";;"MaxxDiscount GmbH & Co. KG";19.00;2391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00165;AD00165;"Bastlerbedarf Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00166;AD00166;"Batterien Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;3199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00167;AD00167;"Bau- und Siedlungsgesellschaft";;"MaxxDiscount GmbH & Co. KG";19.00;9561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00168;AD00168;"Bau- und Siedlungsverbände";;"MaxxDiscount GmbH & Co. KG";19.00;753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00169;AD00169;"Bau- und Spezialbauunternehmen";;"MaxxDiscount GmbH & Co. KG";19.00;753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00170;AD00170;Bau-Consultingunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;8644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00171;AD00171;Bauaufsichtsämter;;"MaxxDiscount GmbH & Co. KG";19.00;1534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00172;AD00172;Bauaustrocknungsunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00173;AD00173;Bauberater;;"MaxxDiscount GmbH & Co. KG";19.00;21292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00174;AD00174;Baubetreuungsgesellschaften;;"MaxxDiscount GmbH & Co. KG";19.00;21292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00175;AD00175;"Baudienstleistungen, Sonstige";;"MaxxDiscount GmbH & Co. KG";19.00;21292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00176;AD00176;"Bauelemente Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00177;AD00177;"Bauelemente und Bauausstattung";;"MaxxDiscount GmbH & Co. KG";19.00;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00178;AD00178;"Bauelemente, Baustoffe und Bau";;"MaxxDiscount GmbH & Co. KG";19.00;881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00179;AD00179;"Bauelemente, Baustoffe und Bau";;"MaxxDiscount GmbH & Co. KG";19.00;675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00180;AD00180;"Bauelemente, Baustoffe, Bau- u";;"MaxxDiscount GmbH & Co. KG";19.00;2391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00181;AD00181;"Bauelemente, Baustoffe, Bauins";;"MaxxDiscount GmbH & Co. KG";19.00;3682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00182;AD00182;Bauhöfe;;"MaxxDiscount GmbH & Co. KG";19.00;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00183;AD00183;Bauhandwerk;;"MaxxDiscount GmbH & Co. KG";19.00;21292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00184;AD00184;"Bauinstallationen Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00185;AD00185;Bauklempnereien;;"MaxxDiscount GmbH & Co. KG";19.00;8506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00186;AD00186;Baumärkte;;"MaxxDiscount GmbH & Co. KG";19.00;2391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00187;AD00187;"Baumaschinen Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00188;AD00188;"Baumaschinen und Baugeräte Gro";;"MaxxDiscount GmbH & Co. KG";19.00;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00189;AD00189;Baumaschinenvermietungen;;"MaxxDiscount GmbH & Co. KG";19.00;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00190;AD00190;Baumschulen;;"MaxxDiscount GmbH & Co. KG";19.00;415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00191;AD00191;Bauplanung;;"MaxxDiscount GmbH & Co. KG";19.00;2874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00192;AD00192;Bauschlossereien;;"MaxxDiscount GmbH & Co. KG";19.00;1503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00193;AD00193;Bauschreinereien;;"MaxxDiscount GmbH & Co. KG";19.00;6646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00194;AD00194;Bauschuttunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;1021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00195;AD00195;"Bausparkassen und Bausparkasse";;"MaxxDiscount GmbH & Co. KG";19.00;630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00196;AD00196;"Baustoffe Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;1238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00197;AD00197;"Baustoffe Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00198;AD00198;Bautenschutzunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00199;AD00199;"Bauträger und Bauträgergesells";;"MaxxDiscount GmbH & Co. KG";19.00;1282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00200;AD00200;"Bauunternehmen (Hoch- und Tief";;"MaxxDiscount GmbH & Co. KG";19.00;20468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00201;AD00201;"Bauunternehmen und Bauhandwerk";;"MaxxDiscount GmbH & Co. KG";19.00;62421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00202;AD00202;Bauwesen-Sachverständige;;"MaxxDiscount GmbH & Co. KG";19.00;680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00203;AD00203;Beamten-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00204;AD00204;Beerdigungsunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;1130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00205;AD00205;Begegnungsstätten;;"MaxxDiscount GmbH & Co. KG";19.00;11656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00206;AD00206;"Behälter Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00207;AD00207;"Behinderten- und Krankentransp";;"MaxxDiscount GmbH & Co. KG";19.00;959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00208;AD00208;Behinderten-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00209;AD00209;Behindertenbetreuungsdienste;;"MaxxDiscount GmbH & Co. KG";19.00;11656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00210;AD00210;Behindertensport-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00211;AD00211;Behindertenwerkstätten;;"MaxxDiscount GmbH & Co. KG";19.00;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00212;AD00212;"Beiz- und Polierwerkstätten";;"MaxxDiscount GmbH & Co. KG";19.00;562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00213;AD00213;"Bekleidung Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00214;AD00214;"Bekleidung Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00215;AD00215;"Bekleidung und Textil Großhand";;"MaxxDiscount GmbH & Co. KG";19.00;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00216;AD00216;"Bekleidung und Textil Vertrieb";;"MaxxDiscount GmbH & Co. KG";19.00;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00217;AD00217;"Bekleidung, Leder und Textil E";;"MaxxDiscount GmbH & Co. KG";19.00;2140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00218;AD00218;"Bekleidung, Leder und Textil G";;"MaxxDiscount GmbH & Co. KG";19.00;6728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00219;AD00219;"Bekleidung, Leder und Textil H";;"MaxxDiscount GmbH & Co. KG";19.00;5117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00220;AD00220;Bekleidung-Importeure;;"MaxxDiscount GmbH & Co. KG";19.00;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00221;AD00221;"Bekleidungsindustrie Herstelle";;"MaxxDiscount GmbH & Co. KG";19.00;1745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00222;AD00222;"Beleuchtungskörper Einzelhande";;"MaxxDiscount GmbH & Co. KG";19.00;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00223;AD00223;"Beleuchtungskörper Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00224;AD00224;"Beratende Ingenieure";;"MaxxDiscount GmbH & Co. KG";19.00;2874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00225;AD00225;Beratungsstellen;;"MaxxDiscount GmbH & Co. KG";19.00;2372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00226;AD00226;"Bergbau, Steine und Erden Groß";;"MaxxDiscount GmbH & Co. KG";19.00;3682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
